,year,ISO_code,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_freedom,pf_religion_repression,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_entry,pf_association_assembly,pf_association_barries,pf_association_bans,pf_association_estopparties,pf_association_opposition,pf_association_civilrepression,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_media,pf_expression_cable,pf_expression_newspapers,pf_expression_control,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_regulatory,ef_legal_police,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,womens_freedom
577,2013,GAB,Gabon,Sub-Saharan Africa,5.69,138.0,4.0,,,,4.4,6.8,10.0,10.0,7.5,10.0,10.0,9.5,10.0,7.5,8.8,8.3,0.0,0.0,0.0,0.0,9.0,8.4,7.9,7.7,8.3,8.8,7.5,7.1,7.1,7.1,5.9,8.0,7.4,10.0,10.0,3.0,10.0,7.5,7.5,8.0,,10.0,10.0,10.0,0.0,5.0,6.05,122.0,2.7,8.7,4.7,5.0,2.0,3.5,4.4,4.8,3.5,3.8,4.9,3.3,5.2,2.9,3.1,4.2,0.8,3.5,8.1,3.8,9.9,0.0,5.4,6.61,6.4,6.2,6.4,5.5,7.1,6.3,10.0,1.7,1.5,0.2,1.1,6.0,5.0,9.6,9.0,7.9,8.3,4.0,5.8,8.0,8.5,10.0,7.4,4.0,0.7,8.2,8.1,7.8,4.5,5.5,6.9,5.32,148.0,7.26
578,2012,GAB,Gabon,Sub-Saharan Africa,5.48,137.0,4.0,,,,4.5,6.5,10.0,10.0,5.0,10.0,10.0,9.0,10.0,0.0,5.0,6.8,0.0,0.0,0.0,0.0,9.4,8.7,7.5,7.7,8.3,7.4,7.5,7.2,7.1,7.1,5.9,7.9,7.2,10.0,10.0,2.9,10.0,7.5,7.5,8.0,,10.0,10.0,10.0,0.0,5.0,5.68,127.0,2.3,8.7,4.7,5.0,2.0,3.5,5.4,4.9,3.2,3.8,4.8,3.3,5.0,2.9,4.6,4.1,0.8,3.5,8.7,3.7,9.5,0.0,5.5,,6.4,6.2,6.3,4.7,7.1,5.9,10.0,1.7,1.5,0.0,1.1,5.8,5.0,7.5,9.0,7.2,8.3,3.8,5.7,8.0,8.5,10.0,7.4,4.5,0.7,8.2,7.8,7.9,4.5,5.6,6.7,5.28,144.0,5.0
579,2011,GAB,Gabon,Sub-Saharan Africa,5.7,134.0,4.0,,,,4.9,6.5,10.0,10.0,5.0,10.0,10.0,9.0,10.0,0.0,5.0,6.8,10.0,0.0,0.0,3.3,9.0,8.7,8.0,7.2,8.2,8.8,7.5,7.2,7.1,7.1,5.2,7.9,7.3,10.0,10.0,3.0,10.0,7.5,7.5,8.0,,10.0,10.0,10.0,0.0,5.0,6.11,117.0,2.4,9.8,3.3,5.0,2.0,3.5,5.2,4.9,3.2,4.1,5.1,3.3,5.0,2.9,4.6,4.4,0.8,3.6,8.1,3.8,9.7,0.0,5.4,,6.4,6.2,6.3,3.8,7.1,5.5,10.0,1.7,1.5,0.0,1.1,5.7,5.0,7.4,9.0,7.1,8.3,3.7,6.1,8.0,8.5,10.0,7.4,5.4,2.9,7.9,8.0,6.8,4.5,5.9,6.8,5.29,145.0,5.0
580,2010,GAB,Gabon,Sub-Saharan Africa,5.82,132.0,4.0,,,,4.8,6.5,10.0,10.0,5.0,10.0,10.0,9.0,10.0,0.0,5.0,6.8,5.0,0.0,5.0,3.3,9.0,8.7,8.0,8.1,8.4,8.8,5.0,7.2,7.1,7.1,5.2,7.9,6.8,10.0,10.0,3.1,10.0,6.7,10.0,8.3,,10.0,10.0,10.0,0.0,5.0,6.09,125.0,2.8,9.8,3.2,5.0,2.0,3.5,5.2,4.9,3.2,4.1,5.1,3.3,5.0,2.9,5.8,4.4,0.8,3.7,8.8,4.1,9.7,0.0,5.7,,6.4,6.2,6.3,,7.1,7.1,10.0,1.7,1.5,0.0,1.1,6.1,5.0,7.3,9.0,7.1,8.3,,,8.0,8.5,10.0,8.7,,2.9,7.9,8.0,7.6,4.5,6.2,7.3,5.55,139.0,6.0
581,2009,GAB,Gabon,Sub-Saharan Africa,5.98,119.0,4.0,,,,4.8,6.5,10.0,10.0,7.5,10.0,10.0,9.5,10.0,0.0,5.0,7.0,5.0,0.0,5.0,3.3,9.0,7.0,8.3,7.5,7.9,7.9,5.0,7.2,7.1,7.1,5.2,7.3,6.5,10.0,10.0,2.9,10.0,6.7,10.0,8.3,,10.0,10.0,10.0,0.0,5.0,6.04,118.0,5.6,9.8,9.9,1.0,1.0,1.0,5.2,6.3,3.2,4.0,5.1,3.3,4.9,2.9,5.8,4.4,0.8,3.7,8.8,4.3,9.6,0.0,5.7,,6.4,6.2,6.3,,7.1,7.1,10.0,1.7,1.5,0.0,1.1,6.1,5.0,8.6,9.0,7.5,8.3,,,8.0,8.4,10.0,8.7,,,7.8,8.0,7.4,4.5,6.9,7.7,5.91,121.0,6.0
582,2008,GAB,Gabon,Sub-Saharan Africa,5.88,121.0,4.0,,,,4.7,6.5,10.0,10.0,7.5,10.0,10.0,9.5,10.0,0.0,5.0,7.0,0.0,0.0,5.0,1.7,9.0,7.0,8.6,7.6,8.0,7.9,5.0,7.2,7.1,7.1,5.2,7.3,6.5,10.0,10.0,3.1,10.0,6.7,10.0,8.3,,10.0,10.0,10.0,0.0,5.0,5.87,121.0,5.9,9.8,9.6,1.0,1.0,1.0,5.2,6.3,3.2,4.0,5.1,3.3,4.9,2.9,5.8,4.4,0.8,3.7,7.5,7.9,8.9,0.0,6.1,,6.4,6.2,6.3,,7.1,7.1,10.0,1.7,0.0,0.0,0.6,6.0,5.0,8.7,9.0,7.6,8.3,,,4.0,6.0,10.0,7.1,,,7.9,8.0,7.4,7.0,7.6,7.4,5.89,119.0,6.0
583,2018,GMB,"Gambia, The",Sub-Saharan Africa,6.27,119.0,3.0,4.3,5.2,4.2,4.6,6.3,10.0,10.0,5.0,10.0,10.0,9.0,2.4,0.0,1.2,5.5,5.0,5.0,2.5,4.2,8.3,8.8,8.7,6.5,8.1,7.8,,9.1,8.0,8.6,8.1,8.5,8.2,10.0,10.0,5.0,,,,8.3,,0.0,0.0,0.0,0.0,0.0,5.4,139.0,8.2,9.6,0.0,9.0,9.0,9.0,7.6,6.9,5.3,4.8,5.5,3.3,6.1,3.8,6.1,6.5,1.0,5.1,9.7,9.4,8.7,10.0,9.5,5.2,7.6,7.0,6.6,5.5,4.8,5.1,7.8,10.0,7.7,10.0,9.2,7.2,10.0,2.5,8.0,6.8,10.0,5.2,6.9,10.0,5.5,10.0,7.9,5.5,3.6,9.2,6.7,8.1,6.3,6.6,7.1,7.14,72.0,1.22
584,2017,GMB,"Gambia, The",Sub-Saharan Africa,6.25,120.0,3.0,,,,4.5,6.3,10.0,10.0,5.0,10.0,10.0,9.0,2.5,0.0,1.3,5.5,5.0,5.0,2.5,4.2,8.3,8.1,8.7,6.5,7.9,7.4,,9.2,8.0,8.6,8.1,8.0,8.0,10.0,10.0,5.0,,,,8.3,,0.0,0.0,0.0,0.0,0.0,5.34,140.0,8.3,9.6,0.0,8.0,8.0,8.0,6.2,6.4,4.7,4.8,5.2,3.3,6.4,5.1,6.3,7.3,1.0,5.3,10.0,9.5,8.4,10.0,9.5,5.2,7.6,7.0,6.6,5.3,4.8,5.0,8.9,10.0,7.7,10.0,9.2,7.4,10.0,2.5,9.0,7.2,10.0,4.6,7.1,10.0,5.5,10.0,7.9,5.7,3.3,7.9,6.7,8.6,6.3,6.4,7.2,7.15,72.0,1.26
585,2016,GMB,"Gambia, The",Sub-Saharan Africa,6.06,127.0,4.0,,,,3.9,6.3,5.0,10.0,5.0,10.0,10.0,8.0,2.4,0.0,1.2,5.2,10.0,5.0,5.0,6.7,5.4,4.8,8.7,6.5,6.3,4.1,,4.9,8.0,6.4,7.2,4.7,5.6,10.0,0.0,0.8,,,,3.6,,0.0,0.0,0.0,7.5,3.8,4.87,151.0,8.3,9.6,4.9,8.0,8.0,8.0,6.1,7.4,3.4,4.5,5.3,3.3,5.6,5.1,6.3,7.7,0.9,5.0,9.0,9.4,8.6,10.0,9.3,5.2,7.2,7.0,6.5,5.6,4.8,5.2,10.0,10.0,7.7,10.0,9.2,7.7,10.0,2.51,9.0,7.2,10.0,4.6,7.6,10.0,5.5,10.0,7.9,6.2,1.6,7.9,2.0,8.6,6.3,5.4,6.8,7.24,63.0,1.72
586,2015,GMB,"Gambia, The",Sub-Saharan Africa,6.05,124.0,4.0,,,,4.1,6.3,5.0,10.0,5.0,10.0,10.0,8.0,2.4,0.0,1.2,5.2,10.0,5.0,5.0,6.7,5.4,4.6,9.0,8.0,6.7,4.1,,4.8,7.9,6.4,7.2,4.4,5.5,10.0,0.0,0.7,,,,3.6,,0.0,0.0,0.0,7.5,3.8,4.93,150.0,8.3,9.6,5.8,8.0,8.0,8.0,5.8,7.5,3.2,4.4,5.1,3.5,5.6,5.1,6.3,6.5,0.9,4.84,8.9,9.2,8.6,10.0,9.2,5.2,7.2,7.0,6.5,5.5,4.5,5.0,10.0,10.0,7.7,10.0,9.2,7.7,10.0,0.0,9.0,6.3,10.0,4.9,7.6,6.0,10.0,10.0,8.1,5.6,2.2,7.9,2.0,8.6,6.3,5.4,6.6,7.17,68.0,1.72
587,2014,GMB,"Gambia, The",Sub-Saharan Africa,6.14,126.0,4.0,,,,4.1,6.3,0.0,10.0,5.0,10.0,10.0,7.0,2.4,0.0,1.2,4.8,10.0,5.0,5.0,6.7,5.3,4.8,9.6,9.6,7.3,4.1,,4.8,7.9,6.4,7.2,4.4,5.5,10.0,4.8,1.3,,,,5.3,,0.0,0.0,0.0,7.5,3.8,5.09,148.0,8.7,9.6,5.0,8.0,8.0,8.0,5.85,7.4,3.3,4.5,5.1,3.3,5.6,5.1,6.3,6.0,0.9,4.8,8.9,9.1,8.8,10.0,9.2,5.2,7.2,7.0,6.5,6.6,4.5,5.5,10.0,10.0,7.7,10.0,9.2,7.8,8.0,1.6,9.0,6.2,10.0,6.4,7.9,6.0,10.0,10.0,8.4,5.1,2.2,7.7,2.3,8.6,6.3,5.4,6.7,7.18,72.0,1.72
588,2013,GMB,"Gambia, The",Sub-Saharan Africa,6.22,122.0,4.0,,,,4.2,6.3,5.0,10.0,7.5,10.0,10.0,8.5,2.4,0.0,1.2,5.3,10.0,5.0,5.0,6.7,5.3,5.0,9.3,9.6,7.3,4.1,,4.8,8.0,6.4,7.2,4.1,5.4,10.0,4.6,1.0,,,,5.2,,0.0,0.0,0.0,7.5,3.8,5.23,145.0,8.7,9.6,4.8,8.0,8.0,8.0,5.8,7.4,3.4,4.4,5.1,3.3,5.6,5.1,6.3,6.0,0.9,4.8,9.2,8.9,8.9,10.0,9.2,5.2,7.2,7.0,6.5,5.9,7.4,6.6,10.0,10.0,7.7,10.0,9.2,8.1,10.0,0.0,9.0,6.3,10.0,5.4,7.8,6.0,10.0,10.0,8.2,5.0,2.2,7.8,2.0,8.6,5.8,5.2,6.6,7.21,63.0,1.72
589,2012,GMB,"Gambia, The",Sub-Saharan Africa,6.14,119.0,4.0,,,,4.3,6.1,5.0,10.0,7.5,10.0,10.0,8.5,2.2,0.0,1.1,5.2,10.0,5.0,10.0,8.3,6.1,5.2,9.2,9.4,7.5,4.2,,4.8,8.1,6.4,7.4,3.9,5.5,10.0,4.5,1.0,,,,5.1,,0.0,0.0,0.0,7.5,3.8,5.41,138.0,8.7,9.6,2.4,7.0,7.0,7.0,6.2,6.8,3.6,4.5,5.1,3.3,5.5,5.1,6.2,6.1,0.9,4.8,9.9,8.8,9.2,5.0,8.2,5.2,7.2,7.0,6.5,6.0,6.9,6.4,10.0,10.0,7.7,6.7,8.1,7.8,10.0,2.9,8.0,7.0,10.0,5.5,7.6,6.0,10.0,10.0,8.2,5.3,2.2,7.3,2.8,8.3,5.8,5.3,6.8,6.87,81.0,2.66
590,2011,GMB,"Gambia, The",Sub-Saharan Africa,6.32,112.0,3.0,,,,4.7,6.1,10.0,10.0,,10.0,10.0,10.0,2.2,0.0,1.1,5.7,5.0,10.0,10.0,8.3,6.1,5.2,9.4,8.5,7.3,4.2,,4.8,8.1,6.5,7.6,3.9,5.5,10.0,4.3,1.3,,,,5.2,,0.0,0.0,0.0,7.5,3.8,5.63,134.0,8.4,9.6,2.1,7.0,,7.0,6.2,6.6,3.8,4.8,5.5,3.3,5.5,5.1,6.3,6.6,0.9,5.0,9.7,8.7,9.0,5.0,8.1,5.2,7.2,7.0,6.5,6.0,6.9,6.5,10.0,10.0,7.7,6.7,8.1,7.8,10.0,7.9,8.0,8.6,10.0,5.7,7.0,6.0,10.0,10.0,8.1,5.7,3.9,7.5,2.8,8.4,5.8,5.7,7.5,7.0,73.0,2.66
591,2010,GMB,"Gambia, The",Sub-Saharan Africa,6.38,113.0,3.0,,,,4.7,6.1,5.0,10.0,7.5,10.0,10.0,8.5,3.0,5.0,4.0,6.2,5.0,10.0,10.0,8.3,6.1,5.2,9.2,8.4,7.2,4.2,,4.8,8.1,6.5,7.6,3.9,5.5,10.0,4.1,1.3,,,,5.1,,0.0,0.0,0.0,7.5,3.8,5.73,132.0,8.7,9.6,3.1,,,,6.2,6.9,3.7,4.7,5.6,3.3,5.5,4.9,6.2,6.4,0.9,4.9,8.9,8.8,9.0,5.0,7.9,5.2,7.2,7.0,6.5,6.1,6.9,6.5,10.0,10.0,7.7,6.7,8.1,7.8,10.0,7.9,9.0,9.0,10.0,5.7,6.9,6.0,10.0,10.0,8.1,5.6,3.9,7.0,2.8,8.2,5.8,5.6,7.5,7.02,71.0,4.4
592,2009,GMB,"Gambia, The",Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,6.1,5.2,,,5.7,4.2,,4.8,8.1,6.5,7.6,3.9,5.5,,,,,,,,,,,,,,,,,9.6,3.2,,,,6.2,6.3,3.8,4.8,5.6,3.3,5.5,4.9,6.2,6.4,0.9,4.9,,,,,,,,,,,,,,10.0,,,10.0,,,7.9,,,,,,,,,,,,,2.8,,,,,,,
593,2008,GMB,"Gambia, The",Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,6.1,5.2,,,5.7,4.2,,4.8,8.1,6.5,7.6,3.9,5.5,,,,,,,,,,,,,,,,,,6.1,,,,6.2,6.2,3.8,4.8,5.6,3.3,5.8,4.9,6.2,6.4,0.9,5.0,,,,,,,,,,,,,,10.0,,,10.0,,,4.5,,,,,,,,,,,,,2.8,,,,,,,
594,2018,GEO,Georgia,Caucasus & Central Asia,7.87,40.0,1.0,5.8,5.3,5.2,5.4,9.1,10.0,10.0,5.0,9.9,10.0,9.0,10.0,7.5,8.8,9.0,0.0,10.0,10.0,6.7,6.7,7.7,8.1,5.9,7.1,9.5,7.5,8.5,7.7,8.1,8.3,9.4,8.6,10.0,10.0,5.0,10.0,10.0,10.0,9.2,7.0,10.0,10.0,10.0,7.5,8.2,7.56,58.0,7.1,7.1,8.4,10.0,10.0,10.0,6.8,7.9,4.2,5.1,5.9,,6.1,6.8,10.0,7.1,1.0,6.5,8.1,9.6,9.5,10.0,9.3,9.9,9.7,8.1,9.2,6.5,9.6,8.0,10.0,10.0,6.9,9.5,8.8,9.0,10.0,9.2,10.0,9.7,6.7,5.8,7.1,8.0,9.3,3.0,6.6,6.1,8.4,9.9,8.7,9.9,7.6,8.4,8.3,8.18,8.0,9.26
595,2017,GEO,Georgia,Caucasus & Central Asia,7.88,40.0,1.0,5.9,5.4,5.2,5.4,9.6,10.0,10.0,5.0,10.0,9.7,8.9,10.0,7.5,8.8,9.1,0.0,10.0,10.0,6.7,7.0,7.5,8.1,5.9,7.1,9.1,7.5,9.9,9.0,9.4,8.4,10.0,8.9,10.0,10.0,5.0,10.0,10.0,10.0,9.2,7.0,10.0,10.0,10.0,7.5,8.2,7.62,56.0,6.9,6.9,8.4,10.0,10.0,10.0,7.6,8.0,4.3,5.0,5.7,,6.2,6.8,10.0,7.0,1.0,6.4,8.2,8.9,8.8,10.0,9.0,9.9,9.7,8.3,9.3,6.5,9.6,8.0,10.0,10.0,6.9,9.5,8.8,9.0,10.0,9.6,10.0,9.9,6.7,5.8,7.2,8.0,9.3,3.0,6.6,6.1,8.4,9.9,8.7,9.9,7.5,8.4,8.3,8.14,9.0,9.26
596,2016,GEO,Georgia,Caucasus & Central Asia,7.8,45.0,2.0,5.6,5.4,5.1,5.4,9.6,10.0,10.0,5.0,9.9,9.6,8.9,10.0,5.0,7.5,8.7,0.0,10.0,10.0,6.7,7.2,7.5,8.1,5.9,7.2,7.9,7.5,9.3,7.7,8.5,8.4,10.0,8.5,10.0,10.0,5.2,10.0,10.0,10.0,9.2,7.0,10.0,10.0,10.0,7.5,8.2,7.48,63.0,6.5,6.8,9.5,10.0,10.0,10.0,7.5,8.0,4.6,5.0,5.7,,6.3,6.8,10.0,7.0,1.0,6.5,7.2,9.0,9.6,10.0,8.9,9.9,9.7,8.3,9.3,6.5,8.7,7.6,10.0,10.0,6.2,9.5,8.6,8.9,10.0,9.4,10.0,9.8,6.7,5.7,7.3,8.0,9.3,3.0,6.7,6.2,8.4,9.9,8.7,9.9,7.0,8.4,8.3,8.12,10.0,8.5
597,2015,GEO,Georgia,Caucasus & Central Asia,8.01,38.0,1.0,5.6,5.4,5.1,6.0,9.6,10.0,10.0,5.0,10.0,10.0,9.0,10.0,5.0,7.5,8.7,5.0,10.0,10.0,8.3,7.8,8.5,8.4,7.0,7.9,9.0,7.5,9.6,7.6,8.6,6.7,10.0,8.4,10.0,10.0,5.3,10.0,10.0,10.0,9.2,7.0,10.0,10.0,10.0,7.5,8.2,7.87,50.0,7.1,6.9,8.7,10.0,10.0,10.0,7.5,8.0,4.7,5.3,5.8,,6.1,6.5,10.0,7.2,1.0,6.5,8.3,8.5,9.2,10.0,9.0,9.9,9.7,8.4,9.3,6.7,9.4,8.0,10.0,10.0,6.2,9.5,8.6,9.0,10.0,9.5,10.0,9.8,6.7,5.9,7.9,8.0,9.3,1.0,6.5,6.3,8.0,9.9,8.6,10.0,7.0,8.3,8.2,8.14,9.0,8.5
598,2014,GEO,Georgia,Caucasus & Central Asia,8.06,39.0,1.0,6.1,6.1,5.6,5.7,8.9,10.0,10.0,5.0,10.0,9.9,9.0,10.0,5.0,7.5,8.5,5.0,10.0,10.0,8.3,7.3,8.6,9.6,7.9,8.4,8.5,7.5,9.6,8.8,9.2,7.2,9.2,8.3,10.0,10.0,5.5,10.0,10.0,10.0,9.3,,10.0,10.0,10.0,7.5,8.8,7.85,53.0,7.2,6.9,8.8,10.0,10.0,10.0,7.5,8.1,4.9,5.2,5.4,10.0,7.2,7.4,9.9,7.3,1.0,7.2,8.8,8.2,9.4,10.0,9.1,9.8,9.7,8.3,9.3,7.4,8.1,7.7,10.0,10.0,6.2,9.5,8.6,8.9,10.0,8.9,10.0,9.6,6.7,7.4,7.8,8.0,9.3,1.0,6.7,6.2,8.0,9.9,8.1,10.0,5.9,8.0,8.1,8.27,6.0,8.5
599,2013,GEO,Georgia,Caucasus & Central Asia,7.96,38.0,1.0,5.4,6.3,5.4,5.3,8.9,10.0,10.0,5.0,10.0,9.9,9.0,10.0,5.0,7.5,8.5,5.0,10.0,10.0,8.3,7.3,8.6,9.7,8.1,8.4,8.3,7.5,9.7,8.8,9.2,7.2,9.6,8.4,10.0,10.0,5.6,10.0,7.5,10.0,8.9,,10.0,10.0,10.0,7.5,8.8,7.72,54.0,7.2,7.2,7.7,10.0,10.0,10.0,7.5,7.9,4.7,4.9,5.1,10.0,7.2,7.4,9.9,7.3,1.0,7.1,7.9,7.9,9.9,10.0,8.9,9.8,9.7,8.7,9.4,7.2,8.8,8.0,10.0,10.0,6.2,9.5,8.6,9.0,10.0,9.3,10.0,9.8,6.7,6.1,7.7,8.0,9.3,1.0,6.5,5.8,8.0,9.9,8.1,9.8,5.9,7.9,8.1,8.19,6.0,8.5
600,2012,GEO,Georgia,Caucasus & Central Asia,7.79,45.0,2.0,4.9,5.9,5.1,5.3,8.9,10.0,10.0,2.5,9.9,9.9,8.5,10.0,5.0,7.5,8.3,5.0,10.0,5.0,6.7,6.8,7.5,10.0,8.1,8.1,7.7,7.5,7.7,8.9,8.3,6.8,9.6,8.0,10.0,10.0,5.5,10.0,7.5,10.0,8.8,,10.0,10.0,10.0,7.5,8.8,7.44,66.0,7.5,6.5,5.6,10.0,10.0,10.0,8.8,7.7,4.1,4.7,4.8,10.0,7.3,7.4,10.0,6.9,1.0,6.9,9.1,7.8,9.8,10.0,9.2,9.8,9.7,8.2,9.2,6.8,8.8,7.8,10.0,8.3,6.2,8.3,7.6,8.7,10.0,9.7,10.0,9.9,10.0,6.3,7.2,8.0,9.3,1.0,7.0,5.6,8.0,9.9,6.7,9.7,6.9,7.8,8.2,8.13,7.0,7.5
601,2011,GEO,Georgia,Caucasus & Central Asia,7.78,45.0,2.0,5.3,6.1,6.6,6.0,8.2,10.0,10.0,2.5,9.9,9.9,8.5,10.0,5.0,7.5,8.1,10.0,5.0,5.0,6.7,7.4,7.5,10.0,7.4,8.1,8.5,7.5,8.1,8.8,8.5,6.7,9.5,8.1,10.0,10.0,5.2,10.0,7.5,10.0,8.8,,10.0,10.0,10.0,7.5,8.8,7.56,68.0,7.6,7.1,4.5,10.0,10.0,10.0,8.8,7.6,4.0,4.6,4.6,10.0,7.3,7.4,9.9,6.8,1.0,6.8,9.9,7.9,8.3,10.0,9.0,9.7,9.7,7.9,9.1,6.6,8.8,7.7,10.0,3.0,7.7,8.3,6.3,8.3,10.0,9.1,10.0,9.7,10.0,6.7,7.3,8.0,9.3,1.0,7.0,5.9,7.9,9.9,7.2,9.7,6.9,7.9,8.2,7.99,10.0,7.5
602,2010,GEO,Georgia,Caucasus & Central Asia,7.86,43.0,2.0,5.3,6.1,6.6,6.0,8.2,5.0,10.0,2.5,9.6,9.3,7.3,10.0,10.0,10.0,8.5,10.0,10.0,10.0,10.0,7.4,7.5,9.7,7.5,8.0,8.5,,8.1,8.8,8.4,6.7,9.6,8.3,10.0,10.0,4.9,,,,8.3,,10.0,10.0,10.0,7.5,8.8,7.96,53.0,7.1,6.9,2.1,10.0,10.0,10.0,8.8,7.0,3.9,4.6,4.7,10.0,7.3,7.4,9.9,6.6,1.0,6.8,8.7,8.0,8.6,10.0,8.8,9.7,9.7,8.0,9.2,6.5,8.5,7.5,10.0,3.0,7.7,8.3,6.3,8.2,10.0,6.1,10.0,8.7,10.0,6.7,7.5,10.0,9.3,1.0,7.4,5.9,7.9,9.9,7.2,9.7,5.7,7.7,7.9,7.76,21.0,10.0
603,2009,GEO,Georgia,Caucasus & Central Asia,7.79,43.0,2.0,5.3,6.1,6.6,6.0,8.0,10.0,10.0,0.0,9.6,8.9,7.7,10.0,10.0,10.0,8.6,10.0,10.0,10.0,10.0,7.4,8.7,9.9,7.8,8.4,7.8,,7.9,8.8,8.4,6.9,9.5,8.1,10.0,10.0,4.3,,,,8.1,,10.0,10.0,10.0,7.5,8.8,7.99,51.0,5.0,6.9,0.0,10.0,10.0,10.0,9.4,6.3,3.6,4.7,4.6,10.0,7.3,7.4,9.9,6.2,1.0,6.7,9.3,8.0,9.7,10.0,9.2,9.8,9.7,7.7,9.1,6.7,8.5,7.6,10.0,5.8,7.7,8.3,7.3,8.5,10.0,0.0,9.0,6.3,10.0,6.9,7.7,10.0,9.6,3.0,7.9,6.1,6.8,9.9,7.2,9.3,5.7,7.5,7.2,7.59,27.0,10.0
604,2008,GEO,Georgia,Caucasus & Central Asia,7.6,49.0,2.0,5.3,6.1,6.6,6.0,7.6,10.0,0.0,0.0,9.1,7.7,5.4,10.0,10.0,10.0,7.6,10.0,10.0,10.0,10.0,7.9,8.6,9.6,7.7,8.4,8.4,,7.9,8.7,8.3,7.4,8.9,8.3,0.0,10.0,4.0,,,,4.7,,10.0,10.0,10.0,7.5,8.8,7.42,71.0,4.4,7.7,3.7,9.0,9.0,9.0,8.7,6.7,3.4,4.5,4.7,10.0,7.3,7.4,9.9,6.4,1.0,6.7,8.7,9.6,8.0,10.0,9.1,9.8,9.7,7.1,8.9,7.4,8.5,8.0,10.0,7.5,8.5,8.3,8.1,8.7,10.0,4.6,9.0,7.9,10.0,7.4,7.8,8.0,9.6,3.0,7.6,6.4,6.8,9.9,7.2,9.3,5.7,7.5,7.7,7.78,20.0,10.0
605,2018,DEU,Germany,Western Europe,8.52,9.0,1.0,8.6,8.5,7.9,8.3,9.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,8.7,8.0,7.3,5.8,7.4,7.3,10.0,9.4,7.1,8.2,9.6,9.8,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.19,8.0,3.6,3.0,10.0,5.0,5.0,5.0,9.0,6.1,6.8,6.8,6.9,10.0,7.8,7.0,6.8,6.8,1.0,7.4,8.0,9.9,9.7,10.0,9.4,9.1,9.0,6.3,8.1,6.6,9.2,7.9,10.0,10.0,3.1,7.7,6.9,8.2,5.0,10.0,10.0,8.3,8.9,6.1,6.0,8.0,6.3,10.0,7.5,5.7,9.3,9.6,10.0,8.9,7.6,8.5,8.1,7.85,21.0,10.0
606,2017,DEU,Germany,Western Europe,8.53,10.0,1.0,8.5,8.6,7.8,8.3,9.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,8.7,8.4,7.3,5.8,7.5,7.2,10.0,9.4,7.1,8.2,9.6,9.9,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.19,8.0,3.7,3.1,10.0,5.0,5.0,5.0,8.9,6.1,7.1,7.0,6.9,10.0,7.9,7.0,6.8,7.2,1.0,7.5,7.5,9.9,9.7,10.0,9.3,9.0,9.0,6.7,8.2,6.8,9.2,8.0,10.0,10.0,3.1,7.7,6.9,8.3,5.0,10.0,10.0,8.3,8.9,6.2,5.8,8.0,6.3,10.0,7.5,6.3,9.3,9.6,10.0,8.9,7.6,8.6,8.2,7.87,18.0,10.0
